spot,time,occupied,occID
66,11:00 AM,261,50
66,12:00 PM,261,50
66,1:00 PM,7ZW,50
66,2:00 PM,,1
66,3:00 PM,,1
66,4:00 PM,,1
66,5:00 PM,,1
66,6:00 PM,7MM,50
66,7:00 PM,7MM,50
66,8:00 PM,7MM,50
67,6:00 AM,818,50
67,7:00 AM,818,50
67,8:00 AM,,1
67,9:00 AM,,1
67,10:00 AM,,1
67,11:00 AM,6WP,50
67,12:00 PM,2RT,50
67,1:00 PM,,1
67,2:00 PM,LCB,50
67,3:00 PM,,1
67,4:00 PM,,1
67,5:00 PM,441,50
67,6:00 PM,441,50
67,7:00 PM,441,50
67,8:00 PM,441,50
68,6:00 AM,1TS,50
68,7:00 AM,1TS,50
68,8:00 AM,1TS,50
68,9:00 AM,1TS,50
68,10:00 AM,1TS,50
68,11:00 AM,5WR,50
68,12:00 PM,1NJ,50
68,1:00 PM,1NJ,50
68,2:00 PM,1NJ,50
68,3:00 PM,6EA,50
68,4:00 PM,R32,50
68,5:00 PM,R32,50
68,6:00 PM,6KB,50
68,7:00 PM,6KB,50
68,8:00 PM,6KB,50
69,6:00 AM,6DJ,50
69,7:00 AM,6DJ,50
69,8:00 AM,,1
69,9:00 AM,,1
69,10:00 AM,3PR,50
69,11:00 AM,3PR,50
69,12:00 PM,,1
69,1:00 PM,3TB,50
69,2:00 PM,31A,50
69,3:00 PM,1NJ,50
69,4:00 PM,,1
69,5:00 PM,,1
69,6:00 PM,665,50
69,7:00 PM,492,50
69,8:00 PM,HWW,50
70,6:00 AM,707,50
70,7:00 AM,707,50
70,8:00 AM,707,50
70,9:00 AM,707,50
70,10:00 AM,707,50
70,11:00 AM,707,50
70,12:00 PM,707,50
70,1:00 PM,707,50
70,2:00 PM,,1
70,3:00 PM,1TS,50
70,4:00 PM,1TS,50
70,5:00 PM,1TS,50
70,6:00 PM,1TS,50
70,7:00 PM,1TS,50
70,8:00 PM,1TS,50
71,6:00 AM,NE1,50
71,7:00 AM,NE2,50
71,8:00 AM,NE3,50
71,9:00 AM,NE4,50
71,10:00 AM,NE5,50
71,11:00 AM,NE6,50
71,12:00 PM,NE7,50
71,1:00 PM,NE8,50
71,2:00 PM,NE9,50
71,3:00 PM,NE10,50
71,4:00 PM,NE11,50
71,5:00 PM,NE12,50
71,6:00 PM,NE13,50
71,7:00 PM,NE14,50
71,8:00 PM,NE15,50
72,6:00 AM,1EN,50
72,7:00 AM,1EN,50
72,8:00 AM,8XN,50
72,9:00 AM,8XN,50
72,10:00 AM,8XN,50
72,11:00 AM,8XN,50
72,12:00 PM,8XN,50
72,1:00 PM,8XN,50
72,2:00 PM,8XN,50
72,3:00 PM,8XN,50
72,4:00 PM,8XN,50
72,5:00 PM,8XN,50
72,6:00 PM,6PG,50
72,7:00 PM,6PG,50
72,8:00 PM,6PG,50
73,6:00 AM,,1
73,7:00 AM,,1
73,8:00 AM,,1
73,9:00 AM,,1
73,10:00 AM,,1
73,11:00 AM,,1
73,12:00 PM,,1
73,1:00 PM,,1
73,2:00 PM,,1
73,3:00 PM,1EN,50
73,4:00 PM,1EN,50
73,5:00 PM,1EN,50
73,6:00 PM,1EN,50
73,7:00 PM,1EN,50
73,8:00 PM,1EN,50
74,6:00 AM,994,50
74,7:00 AM,994,50
74,8:00 AM,,1
74,9:00 AM,,1
74,10:00 AM,,1
74,11:00 AM,587,50
74,12:00 PM,V30,50
74,1:00 PM,,1
74,2:00 PM,,1
74,3:00 PM,,1
74,4:00 PM,,1
74,5:00 PM,9NH,50
74,6:00 PM,,1
74,7:00 PM,387,50
74,8:00 PM,387,50
75,6:00 AM,,1
75,7:00 AM,,1
75,8:00 AM,,1
75,9:00 AM,,1
75,10:00 AM,,1
75,11:00 AM,,1
75,12:00 PM,,1
75,1:00 PM,,1
75,2:00 PM,,1
75,3:00 PM,,1
75,4:00 PM,,1
75,5:00 PM,,1
75,6:00 PM,,1
75,7:00 PM,,1
75,8:00 PM,,1
76,6:00 AM,,1
76,7:00 AM,,1
76,8:00 AM,,1
76,9:00 AM,,1
76,10:00 AM,,1
76,11:00 AM,,1
76,12:00 PM,,1
76,1:00 PM,,1
76,2:00 PM,,1
76,3:00 PM,,1
76,4:00 PM,,1
76,5:00 PM,,1
76,6:00 PM,,1
76,7:00 PM,,1
76,8:00 PM,,1
77,6:00 AM,EV8,50
77,7:00 AM,EV8,50
77,8:00 AM,EV8,50
77,9:00 AM,4AC,50
77,10:00 AM,4AC,50
77,11:00 AM,4AC,50
77,12:00 PM,4AC,50
77,1:00 PM,4AC,50
77,2:00 PM,4AC,50
77,3:00 PM,4AC,50
77,4:00 PM,4AC,50
77,5:00 PM,4AC,50
77,6:00 PM,1BS,50
77,7:00 PM,1BS,50
77,8:00 PM,1BS,50
78,6:00 AM,1HK,50
78,7:00 AM,1HK,50
78,8:00 AM,1HK,50
78,9:00 AM,1HK,50
78,10:00 AM,1HK,50
78,11:00 AM,1HK,50
78,12:00 PM,1HK,50
78,1:00 PM,1HK,50
78,2:00 PM,1HK,50
78,3:00 PM,1HK,50
78,4:00 PM,1HK,50
78,5:00 PM,1HK,50
78,6:00 PM,1HK,50
78,7:00 PM,1HK,50
78,8:00 PM,1HK,50
79,6:00 AM,585,50
79,7:00 AM,585,50
79,8:00 AM,585,50
79,9:00 AM,585,50
79,10:00 AM,673,50
79,11:00 AM,6ZJ,50
79,12:00 PM,6ZJ,50
79,1:00 PM,6ZJ,50
79,2:00 PM,6ZJ,50
79,3:00 PM,6ZJ,50
79,4:00 PM,6ZJ,50
79,5:00 PM,6ZJ,50
79,6:00 PM,4A9,50
79,7:00 PM,EZG,50
79,8:00 PM,EZG,50
80,6:00 AM,981,50
80,7:00 AM,981,50
80,8:00 AM,981,50
80,9:00 AM,6RG,50
80,10:00 AM,6RG,50
80,11:00 AM,6RG,50
80,12:00 PM,6RG,50
80,1:00 PM,6RG,50
80,2:00 PM,6RG,50
80,3:00 PM,6RG,50
80,4:00 PM,6RG,50
80,5:00 PM,,1
80,6:00 PM,HZL,50
80,7:00 PM,4VR,50
80,8:00 PM,4VR,50
81,6:00 AM,8NC,50
81,7:00 AM,8NC,50
81,8:00 AM,8NC,50
81,9:00 AM,5CL,50
81,10:00 AM,5CL,50
81,11:00 AM,5CL,50
81,12:00 PM,5CL,50
81,1:00 PM,5CL,50
81,2:00 PM,5CL,50
81,3:00 PM,5CL,50
81,4:00 PM,5CL,50
81,5:00 PM,5CL,50
81,6:00 PM,6CF,50
81,7:00 PM,6CF,50
81,8:00 PM,6CF,50
82,6:00 AM,204,50
82,7:00 AM,204,50
82,8:00 AM,204,50
82,9:00 AM,,1
82,10:00 AM,586,50
82,11:00 AM,1SH,50
82,12:00 PM,1SH,50
82,1:00 PM,1SH,50
82,2:00 PM,,1
82,3:00 PM,95G,50
82,4:00 PM,95G,50
82,5:00 PM,95G,50
82,6:00 PM,95G,50
82,7:00 PM,6LZ,50
82,8:00 PM,6LZ,50
83,6:00 AM,Blocked,50
83,7:00 AM,Blocked,50
83,8:00 AM,Blocked,50
83,9:00 AM,Blocked,50
83,10:00 AM,Blocked,50
83,11:00 AM,Blocked,50
83,12:00 PM,Blocked,50
83,1:00 PM,Blocked,50
83,2:00 PM,Blocked,50
83,3:00 PM,Blocked,50
83,4:00 PM,Blocked,50
83,5:00 PM,Blocked,50
83,6:00 PM,Blocked,50
83,7:00 PM,Blocked,50
83,8:00 PM,Blocked,50
84,6:00 AM,3GC,50
84,7:00 AM,3GC,50
84,8:00 AM,,1
84,9:00 AM,,1
84,10:00 AM,548,50
84,11:00 AM,548,50
84,12:00 PM,548,50
84,1:00 PM,548,50
84,2:00 PM,548,50
84,3:00 PM,548,50
84,4:00 PM,548,50
84,5:00 PM,,1
84,6:00 PM,,1
84,7:00 PM,,1
84,8:00 PM,,1
85,6:00 AM,8XX,50
85,7:00 AM,8XX,50
85,8:00 AM,8XX,50
85,9:00 AM,8XX,50
85,10:00 AM,R29,50
85,11:00 AM,,1
85,12:00 PM,Blocked,50
85,1:00 PM,Blocked,50
85,2:00 PM,,1
85,3:00 PM,Blocked,50
85,4:00 PM,Blocked,50
85,5:00 PM,,1
85,6:00 PM,4TC,50
85,7:00 PM,4TC,50
85,8:00 PM,4TC,50
86,6:00 AM,962,50
86,7:00 AM,,1
86,8:00 AM,564,50
86,9:00 AM,564,50
86,10:00 AM,564,50
86,11:00 AM,564,50
86,12:00 PM,564,50
86,1:00 PM,564,50
86,2:00 PM,564,50
86,3:00 PM,564,50
86,4:00 PM,564,50
86,5:00 PM,564,50
86,6:00 PM,6ES,50
86,7:00 PM,6ES,50
86,8:00 PM,6ES,50
87,6:00 AM,45J,50
87,7:00 AM,45J,50
87,8:00 AM,45J,50
87,9:00 AM,45J,50
87,10:00 AM,,1
87,11:00 AM,62G,50
87,12:00 PM,62G,50
87,1:00 PM,62G,50
87,2:00 PM,62G,50
87,3:00 PM,62G,50
87,4:00 PM,62G,50
87,5:00 PM,62G,50
87,6:00 PM,617,50
87,7:00 PM,8BG,50
87,8:00 PM,8BG,50
88,6:00 AM,Blocked,50
88,7:00 AM,Blocked,50
88,8:00 AM,Blocked,50
88,9:00 AM,Blocked,50
88,10:00 AM,Blocked,50
88,11:00 AM,Blocked,50
88,12:00 PM,Blocked,50
88,1:00 PM,Blocked,50
88,2:00 PM,Blocked,50
88,3:00 PM,Blocked,50
88,4:00 PM,Blocked,50
88,5:00 PM,Blocked,50
88,6:00 PM,Blocked,50
88,7:00 PM,Blocked,50
88,8:00 PM,Blocked,50
89,6:00 AM,643,50
89,7:00 AM,643,50
89,8:00 AM,643,50
89,9:00 AM,643,50
89,10:00 AM,643,50
89,11:00 AM,643,50
89,12:00 PM,643,50
89,1:00 PM,643,50
89,2:00 PM,643,50
89,3:00 PM,6LR,50
89,4:00 PM,6LR,50
89,5:00 PM,,1
89,6:00 PM,8BY,50
89,7:00 PM,8BY,50
89,8:00 PM,8BY,50
90,6:00 AM,1HR,50
90,7:00 AM,1HR,50
90,8:00 AM,1HR,50
90,9:00 AM,1HR,50
90,10:00 AM,1HR,50
90,11:00 AM,1HR,50
90,12:00 PM,1HR,50
90,1:00 PM,1HR,50
90,2:00 PM,1HR,50
90,3:00 PM,1HR,50
90,4:00 PM,1HR,50
90,5:00 PM,1HR,50
90,6:00 PM,1HR,50
90,7:00 PM,1HR,50
90,8:00 PM,1HR,50
91,6:00 AM,9LJ,50
91,7:00 AM,9LJ,50
91,8:00 AM,9LJ,50
91,9:00 AM,9LJ,50
91,10:00 AM,9LJ,50
91,11:00 AM,9LJ,50
91,12:00 PM,9LJ,50
91,1:00 PM,9LJ,50
91,2:00 PM,9LJ,50
91,3:00 PM,9LJ,50
91,4:00 PM,9LJ,50
91,5:00 PM,9LJ,50
91,6:00 PM,9LJ,50
91,7:00 PM,9LJ,50
91,8:00 PM,9LJ,50
92,6:00 AM,704L,50
92,7:00 AM,704L,50
92,8:00 AM,620,50
92,9:00 AM,620,50
92,10:00 AM,620,50
92,11:00 AM,620,50
92,12:00 PM,620,50
92,1:00 PM,,1
92,2:00 PM,,1
92,3:00 PM,SSW,50
92,4:00 PM,SSW,50
92,5:00 PM,SSW,50
92,6:00 PM,SSW,50
92,7:00 PM,SSW,50
92,8:00 PM,SSW,50
93,6:00 AM,3PX,50
93,7:00 AM,,1
93,8:00 AM,,1
93,9:00 AM,962,50
93,10:00 AM,962,50
93,11:00 AM,962,50
93,12:00 PM,962,50
93,1:00 PM,962,50
93,2:00 PM,962,50
93,3:00 PM,962,50
93,4:00 PM,962,50
93,5:00 PM,204,50
93,6:00 PM,204,50
93,7:00 PM,204,50
93,8:00 PM,204,50
94,6:00 AM,,1
94,7:00 AM,,1
94,8:00 AM,,1
94,9:00 AM,,1
94,10:00 AM,Blocked,50
94,11:00 AM,Blocked,50
94,12:00 PM,Blocked,50
94,1:00 PM,Blocked,50
94,2:00 PM,Blocked,50
94,3:00 PM,Blocked,50
94,4:00 PM,Blocked,50
94,5:00 PM,Blocked,50
94,6:00 PM,Blocked,50
94,7:00 PM,Blocked,50
94,8:00 PM,Blocked,50
95,6:00 AM,9FP,50
95,7:00 AM,9FP,50
95,8:00 AM,9FP,50
95,9:00 AM,9FP,50
95,10:00 AM,9FP,50
95,11:00 AM,9FP,50
95,12:00 PM,9FP,50
95,1:00 PM,9FP,50
95,2:00 PM,9FP,50
95,3:00 PM,9FP,50
95,4:00 PM,9FP,50
95,5:00 PM,9FP,50
95,6:00 PM,9FP,50
95,7:00 PM,9FP,50
95,8:00 PM,9FP,50
96,6:00 AM,5VT,50
96,7:00 AM,5VT,50
96,8:00 AM,5VT,50
96,9:00 AM,5VT,50
96,10:00 AM,,1
96,11:00 AM,3GC,50
96,12:00 PM,3GC,50
96,1:00 PM,3GC,50
96,2:00 PM,3GC,50
96,3:00 PM,7DK,50
96,4:00 PM,7DK,50
96,5:00 PM,7DK,50
96,6:00 PM,7DK,50
96,7:00 PM,7DK,50
96,8:00 PM,7DK,50
97,6:00 AM,8FP,50
97,7:00 AM,,1
97,8:00 AM,,1
97,9:00 AM,T24,50
97,10:00 AM,T25,50
97,11:00 AM,T26,50
97,12:00 PM,T27,50
97,1:00 PM,T28,50
97,2:00 PM,2GG,50
97,3:00 PM,2GG,50
97,4:00 PM,2GG,50
97,5:00 PM,2GG,50
97,6:00 PM,2GG,50
97,7:00 PM,2GG,50
97,8:00 PM,2GG,50
98,6:00 AM,6WY,50
98,7:00 AM,6WY,50
98,8:00 AM,,1
98,9:00 AM,SDY,50
98,10:00 AM,SDY,50
98,11:00 AM,SDY,50
98,12:00 PM,SDY,50
98,1:00 PM,SDY,50
98,2:00 PM,SDY,50
98,3:00 PM,SDY,50
98,4:00 PM,SDY,50
98,5:00 PM,SDY,50
98,6:00 PM,Blocked,50
98,7:00 PM,7JF,50
98,8:00 PM,7JF,50
99,6:00 AM,,1
99,7:00 AM,7HV,50
99,8:00 AM,,1
99,9:00 AM,,1
99,10:00 AM,,1
99,11:00 AM,,1
99,12:00 PM,,1
99,1:00 PM,,1
99,2:00 PM,,1
99,3:00 PM,,1
99,4:00 PM,,1
99,5:00 PM,122,50
99,6:00 PM,122,50
99,7:00 PM,122,50
99,8:00 PM,122,50
100,6:00 AM,DV92,50
100,7:00 AM,,1
100,8:00 AM,,1
100,9:00 AM,P99,50
100,10:00 AM,P100,50
100,11:00 AM,,1
100,12:00 PM,,1
100,1:00 PM,,1
100,2:00 PM,,1
100,3:00 PM,,1
100,4:00 PM,,1
100,5:00 PM,DV9,50
100,6:00 PM,DV9,50
100,7:00 PM,DV9,50
100,8:00 PM,DV9,50
101,6:00 AM,44N,50
101,7:00 AM,44N,50
101,8:00 AM,44N,50
101,9:00 AM,44N,50
101,10:00 AM,44N,50
101,11:00 AM,44N,50
101,12:00 PM,44N,50
101,1:00 PM,44N,50
101,2:00 PM,44N,50
101,3:00 PM,44N,50
101,4:00 PM,44N,50
101,5:00 PM,44N,50
101,6:00 PM,44N,50
101,7:00 PM,44N,50
101,8:00 PM,44N,50
102,6:00 AM,613,50
102,7:00 AM,613,50
102,8:00 AM,,1
102,9:00 AM,,1
102,10:00 AM,,1
102,11:00 AM,,1
102,12:00 PM,,1
102,1:00 PM,,1
102,2:00 PM,,1
102,3:00 PM,9BK,50
102,4:00 PM,9BK,50
102,5:00 PM,9BK,50
102,6:00 PM,9BK,50
102,7:00 PM,9BK,50
102,8:00 PM,9BK,50
103,6:00 AM,5YH,50
103,7:00 AM,5YH,50
103,8:00 AM,5YH,50
103,9:00 AM,5YH,50
103,10:00 AM,5YH,50
103,11:00 AM,5YH,50
103,12:00 PM,5YH,50
103,1:00 PM,5YH,50
103,2:00 PM,5YH,50
103,3:00 PM,5YH,50
103,4:00 PM,5YH,50
103,5:00 PM,5YH,50
103,6:00 PM,5YH,50
103,7:00 PM,5YH,50
103,8:00 PM,5YH,50
104,6:00 AM,336,50
104,7:00 AM,,1
104,8:00 AM,56S,50
104,9:00 AM,,1
104,10:00 AM,,1
104,11:00 AM,,1
104,12:00 PM,,1
104,1:00 PM,2X5,50
104,2:00 PM,2X5,50
104,3:00 PM,BC9,50
104,4:00 PM,BC9,50
104,5:00 PM,BC9,50
104,6:00 PM,BC9,50
104,7:00 PM,BC9,50
104,8:00 PM,BC9,50
105,6:00 AM,6B7,50
105,7:00 AM,6B7,50
105,8:00 AM,6B7,50
105,9:00 AM,6B7,50
105,10:00 AM,6B7,50
105,11:00 AM,,1
105,12:00 PM,,1
105,1:00 PM,5A.M. ,50
105,2:00 PM,5A.M. ,50
105,3:00 PM,5A.M. ,50
105,4:00 PM,5A.M. ,50
105,5:00 PM,5A.M. ,50
105,6:00 PM,5A.M. ,50
105,7:00 PM,5A.M. ,50
105,8:00 PM,5A.M. ,50
106,6:00 AM,,1
106,7:00 AM,,1
106,8:00 AM,,1
106,9:00 AM,,1
106,10:00 AM,Blocked,50
106,11:00 AM,,1
106,12:00 PM,,1
106,1:00 PM,Blocked,50
106,2:00 PM,Blocked,50
106,3:00 PM,Blocked,50
106,4:00 PM,Blocked,50
106,5:00 PM,Blocked,50
106,6:00 PM,Blocked,50
106,7:00 PM,Blocked,50
106,8:00 PM,Blocked,50
107,6:00 AM,6AP,50
107,7:00 AM,6AP,50
107,8:00 AM,6AP,50
107,9:00 AM,6AP,50
107,10:00 AM,6AP,50
107,11:00 AM,6AP,50
107,12:00 PM,6AP,50
107,1:00 PM,6AP,50
107,2:00 PM,6AP,50
107,3:00 PM,6AP,50
107,4:00 PM,6AP,50
107,5:00 PM,6AP,50
107,6:00 PM,6AP,50
107,7:00 PM,6AP,50
107,8:00 PM,6AP,50
108,6:00 AM,382,50
108,7:00 AM,382,50
108,8:00 AM,382,50
108,9:00 AM,382,50
108,10:00 AM,382,50
108,11:00 AM,382,50
108,12:00 PM,382,50
108,1:00 PM,382,50
108,2:00 PM,382,50
108,3:00 PM,382,50
108,4:00 PM,382,50
108,5:00 PM,382,50
108,6:00 PM,382,50
108,7:00 PM,382,50
108,8:00 PM,382,50
109,6:00 AM,,1
109,7:00 AM,,1
109,8:00 AM,,1
109,9:00 AM,,1
109,10:00 AM,,1
109,11:00 AM,8MW,50
109,12:00 PM,,1
109,1:00 PM,,1
109,2:00 PM,,1
109,3:00 PM,15C,50
109,4:00 PM,15C,50
109,5:00 PM,15C,50
109,6:00 PM,15C,50
109,7:00 PM,15C,50
109,8:00 PM,15C,50
110,6:00 AM,5.A.M,50
110,7:00 AM,5.A.M,50
110,8:00 AM,5.A.M,50
110,9:00 AM,5.A.M,50
110,10:00 AM,5.A.M,50
110,11:00 AM,5.A.M,50
110,12:00 PM,,1
110,1:00 PM,,1
110,2:00 PM,,1
110,3:00 PM,,1
110,4:00 PM,294,50
110,5:00 PM,294,50
110,6:00 PM,294,50
110,7:00 PM,294,50
110,8:00 PM,294,50
111,6:00 AM,8XM,50
111,7:00 AM,8XM,50
111,8:00 AM,8XM,50
111,9:00 AM,8XM,50
111,10:00 AM,8XM,50
111,11:00 AM,,1
111,12:00 PM,,1
111,1:00 PM,,1
111,2:00 PM,,1
111,3:00 PM,25L,50
111,4:00 PM,25L,50
111,5:00 PM,25L,50
111,6:00 PM,25L,50
111,7:00 PM,25L,50
111,8:00 PM,9FB,50
112,6:00 AM,5TD,50
112,7:00 AM,5TD,50
112,8:00 AM,5TD,50
112,9:00 AM,5TD,50
112,10:00 AM,5TD,50
112,11:00 AM,5TD,50
112,12:00 PM,5TD,50
112,1:00 PM,5TD,50
112,2:00 PM,5TD,50
112,3:00 PM,5TD,50
112,4:00 PM,,1
112,5:00 PM,217,50
112,6:00 PM,217,50
112,7:00 PM,217,50
112,8:00 PM,217,50
113,6:00 AM,9FX,50
113,7:00 AM,9FX,50
113,8:00 AM,9FX,50
113,9:00 AM,9FX,50
113,10:00 AM,9FX,50
113,11:00 AM,9FX,50
113,12:00 PM,4GH,50
113,1:00 PM,4GH,50
113,2:00 PM,,1
113,3:00 PM,,1
113,4:00 PM,729,50
113,5:00 PM,729,50
113,6:00 PM,729,50
113,7:00 PM,729,50
113,8:00 PM,729,50
114,6:00 AM,A28,50
114,7:00 AM,A28,50
114,8:00 AM,A28,50
114,9:00 AM,A28,50
114,10:00 AM,A28,50
114,11:00 AM,A28,50
114,12:00 PM,A28,50
114,1:00 PM,A28,50
114,2:00 PM,A28,50
114,3:00 PM,A28,50
114,4:00 PM,A28,50
114,5:00 PM,A28,50
114,6:00 PM,A28,50
114,7:00 PM,A28,50
114,8:00 PM,A28,50
115,6:00 AM,9FG,50
115,7:00 AM,9FG,50
115,8:00 AM,9FG,50
115,9:00 AM,9FG,50
115,10:00 AM,9FG,50
115,11:00 AM,9FG,50
115,12:00 PM,9FG,50
115,1:00 PM,9FG,50
115,2:00 PM,9FG,50
115,3:00 PM,9FG,50
115,4:00 PM,9FG,50
115,5:00 PM,9FG,50
115,6:00 PM,9FG,50
115,7:00 PM,9FG,50
115,8:00 PM,9FG,50
116,6:00 AM,9RX,50
116,7:00 AM,,1
116,8:00 AM,473,50
116,9:00 AM,473,50
116,10:00 AM,473,50
116,11:00 AM,1RL,50
116,12:00 PM,1RL,50
116,1:00 PM,JT2,50
116,2:00 PM,JT2,50
116,3:00 PM,JT2,50
116,4:00 PM,JT2,50
116,5:00 PM,JT2,50
116,6:00 PM,9NX,50
116,7:00 PM,9NX,50
116,8:00 PM,9NX,50
117,6:00 AM,9GP,50
117,7:00 AM,9GP,50
117,8:00 AM,9GP,50
117,9:00 AM,9GP,50
117,10:00 AM,1NRV,50
117,11:00 AM,1NRV,50
117,12:00 PM,1NRV,50
117,1:00 PM,1NRV,50
117,2:00 PM,1NRV,50
117,3:00 PM,1NRV,50
117,4:00 PM,,1
117,5:00 PM,HJM,50
117,6:00 PM,HJM,50
117,7:00 PM,1SS,50
117,8:00 PM,1SS,50
118,6:00 AM,27E,50
118,7:00 AM,27E,50
118,8:00 AM,1JD,50
118,9:00 AM,1JD,50
118,10:00 AM,1JD,50
118,11:00 AM,,1
118,12:00 PM,,1
118,1:00 PM,,1
118,2:00 PM,6BW,50
118,3:00 PM,6BW,50
118,4:00 PM,6BW,50
118,5:00 PM,6BW,50
118,6:00 PM,6BW,50
118,7:00 PM,6BW,50
118,8:00 PM,6BW,50
119,6:00 AM,8PF,50
119,7:00 AM,8PF,50
119,8:00 AM,8PF,50
119,9:00 AM,8PF,50
119,10:00 AM,8PF,50
119,11:00 AM,892,50
119,12:00 PM,892,50
119,1:00 PM,447,50
119,2:00 PM,447,50
119,3:00 PM,9GP,50
119,4:00 PM,9GP,50
119,5:00 PM,9GP,50
119,6:00 PM,9GP,50
119,7:00 PM,9GP,50
119,8:00 PM,9GP,50
120,6:00 AM,2GG,50
120,7:00 AM,2GG,50
120,8:00 AM,2GG,50
120,9:00 AM,2GG,50
120,10:00 AM,GGF,50
120,11:00 AM,GGF,50
120,12:00 PM,1AG,50
120,1:00 PM,22F,50
120,2:00 PM,22F,50
120,3:00 PM,22F,50
120,4:00 PM,22F,50
120,5:00 PM,,1
120,6:00 PM,1RA,50
120,7:00 PM,1RA,50
120,8:00 PM,1RA,50
121,6:00 AM,2PB,50
121,7:00 AM,2PB,50
121,8:00 AM,,1
121,9:00 AM,8G9,50
121,10:00 AM,S71,50
121,11:00 AM,S71,50
121,12:00 PM,S71,50
121,1:00 PM,,1
121,2:00 PM,3SC,50
121,3:00 PM,3SC,50
121,4:00 PM,3SC,50
121,5:00 PM,,1
121,6:00 PM,IC4,50
121,7:00 PM,IC4,50
121,8:00 PM,IC4,50
122,6:00 AM,Blocked,50
122,7:00 AM,Blocked,50
122,8:00 AM,,1
122,9:00 AM,Blocked,50
122,10:00 AM,Blocked,50
122,11:00 AM,Blocked,50
122,12:00 PM,Blocked,50
122,1:00 PM,,1
122,2:00 PM,Blocked,50
122,3:00 PM,Blocked,50
122,4:00 PM,Blocked,50
122,5:00 PM,,1
122,6:00 PM,,1
122,7:00 PM,Blocked,50
122,8:00 PM,Blocked,50
123,6:00 AM,7PS,50
123,7:00 AM,7PS,50
123,8:00 AM,7PS,50
123,9:00 AM,7PS,50
123,10:00 AM,7PS,50
123,11:00 AM,7PS,50
123,12:00 PM,7PS,50
123,1:00 PM,7PS,50
123,2:00 PM,7PS,50
123,3:00 PM,7PS,50
123,4:00 PM,7PS,50
123,5:00 PM,7PS,50
123,6:00 PM,7PS,50
123,7:00 PM,7PS,50
123,8:00 PM,7PS,50
124,6:00 AM,1DH,50
124,7:00 AM,1DH,50
124,8:00 AM,1DH,50
124,9:00 AM,1DH,50
124,10:00 AM,1DH,50
124,11:00 AM,1DH,50
124,12:00 PM,1DH,50
124,1:00 PM,1DH,50
124,2:00 PM,1DH,50
124,3:00 PM,1DH,50
124,4:00 PM,1DH,50
124,5:00 PM,1DH,50
124,6:00 PM,1DH,50
124,7:00 PM,1DH,50
124,8:00 PM,9HW,50
125,6:00 AM,841,50
125,7:00 AM,,1
125,8:00 AM,,1
125,9:00 AM,,1
125,10:00 AM,,1
125,11:00 AM,302,50
125,12:00 PM,,1
125,1:00 PM,9HH,50
125,2:00 PM,9HH,50
125,3:00 PM,9HH,50
125,4:00 PM,9HH,50
125,5:00 PM,858,50
125,6:00 PM,858,50
125,7:00 PM,,1
125,8:00 PM,55S,50
126,6:00 AM,5VN,50
126,7:00 AM,5VN,50
126,8:00 AM,,1
126,9:00 AM,,1
126,10:00 AM,7LG,50
126,11:00 AM,22P,50
126,12:00 PM,5HT,50
126,1:00 PM,5HT,50
126,2:00 PM,5HJ,50
126,3:00 PM,,1
126,4:00 PM,Blocked,50
126,5:00 PM,Blocked,50
126,6:00 PM,5KF,50
126,7:00 PM,5KF,50
126,8:00 PM,5KF,50
127,6:00 AM,Blocked ,50
127,7:00 AM,Blocked ,50
127,8:00 AM,566,50
127,9:00 AM,566,50
127,10:00 AM,566,50
127,11:00 AM,P67,50
127,12:00 PM,P67,50
127,1:00 PM,P67,50
127,2:00 PM,P67,50
127,3:00 PM,P67,50
127,4:00 PM,586,50
127,5:00 PM,586,50
127,6:00 PM,94X,50
127,7:00 PM,94X,50
127,8:00 PM,94X,50
128,6:00 AM,236,50
128,7:00 AM,236,50
128,8:00 AM,236,50
128,9:00 AM,,1
128,10:00 AM,2SS,50
128,11:00 AM,Blocked,50
128,12:00 PM,Blocked,50
128,1:00 PM,Blocked,50
128,2:00 PM,Blocked,50
128,3:00 PM,Blocked,50
128,4:00 PM,,1
128,5:00 PM,7W5,50
128,6:00 PM,,1
128,7:00 PM,Blocked,50
128,8:00 PM,Blocked,50
129,6:00 AM,155,50
129,7:00 AM,155,50
129,8:00 AM,155,50
129,9:00 AM,,1
129,10:00 AM,8RS,50
129,11:00 AM,8RS,50
129,12:00 PM,8RS,50
129,1:00 PM,8RS,50
129,2:00 PM,8RS,50
129,3:00 PM,8RS,50
129,4:00 PM,8RS,50
129,5:00 PM,8RS,50
129,6:00 PM,8RS,50
129,7:00 PM,8RS,50
129,8:00 PM,8RS,50
130,6:00 AM,237,50
130,7:00 AM,237,50
130,8:00 AM,237,50
130,9:00 AM,237,50
130,10:00 AM,237,50
130,11:00 AM,237,50
130,12:00 PM,237,50
130,1:00 PM,237,50
130,2:00 PM,237,50
130,3:00 PM,237,50
130,4:00 PM,237,50
130,5:00 PM,460,50
130,6:00 PM,460,50
130,7:00 PM,460,50
130,8:00 PM,6LR,50
131,6:00 AM,9YX,50
131,7:00 AM,9YX,50
131,8:00 AM,6LT,50
131,9:00 AM,,1
131,10:00 AM,22F,50
131,11:00 AM,22F,50
131,12:00 PM,4FM,50
131,1:00 PM,4FM,50
131,2:00 PM,,1
131,3:00 PM,1RC,50
131,4:00 PM,1RC,50
131,5:00 PM,1RC,50
131,6:00 PM,1RC,50
